name,roaster,roast,origin,rating,review
Lotus by Ninety Plus,Dragonfly Coffee Roasters,Medium-Light,Far Western Panama,95,"For well-heeled coffee adventurers, a coffee so original it is difficult to categorize. It provokes a tremendous range of sensory association that situates it on the frontier of coffee expression, hovering somewhere between disturbing and extraordinary."
Guji Allona Ethiopia Natural,Peri Coffee,Medium-Light,Oromia Region,93,"A classic natural-processed Ethiopia cup with clean berry notes, chocolate suggestions, and hints of sweetly spicy florals."
Monteverde Costa Rica,Montana Coffee Traders,Medium-Light,Costa Rica,93,"A rich, chocolate- and raisin-toned Costa Rica cup, ideal for those who prefer a medium-dark roast."
Kenya Nyeri Gatugi Peaberry,Moore Coffee,Medium,South-Central Kenya,94,A deftly darker-roasted coffee with notes of toasted coconut and savory almond alongside spicy florals: a pleasingly old-school presentation of the classic Kenya cup.
Karen J Red Bourbon,Hula Daddy Kona Coffee,Medium-Light,North Kona Growing District,94,"A complexly nuanced Kona-grown Red Bourbon, rife with sweet fruit and floral notes supported by undertones of rich sandalwood."
Ethiopia Yirgacheffe Koke,Argyle Coffee Roasters,Medium-Light,Southern Ethiopia,93,"An elegant natural-processed Yirgacheffe cup, complex with rich fruit and chocolate throughout."
Ka’u Oro Yeast Typica,Rusty's Hawaiian Coffee,Medium-Light,Big Island Of Hawaii,93,"Innovative practices during the ferment step of fruit removal appear to have encouraged intensified aromatic originality and depth in this traditional Big Island Typica. Floral, richly herb-toned, deeply sweet."
Gedeb Yirgacheffe Ethiopia,Bluebeard Coffee Roasters,Medium-Light,Gedeo Zone,93,"A dynamic Ethiopia cup with high-toned fruit notes and bittersweet florals, all enveloped in crisp cocoa."
DR Congo FTO Bourbon SOPACDI,Dragonfly Coffee Roasters,Medium-Light,South Kivu Province,94,"One of the finest Congos we've cupped in years: spice-toned, floral, tantalizingly sweet-savory, with a throughline of rich earth tones evoking a forest walk after a rain."
Mahonda Burundi,Barrington Coffee Roasting,Medium-Light,Burundi,93,"A chocolaty Burundi coffee with richly crisp notes of dried mulberry and an especially appealing acidity, bright and juicy."
Signature Hazelnut Dark Chocolate,Creation Food Co.,Medium,Guatemala,93,"A lively espresso blend: chocolaty and floral-toned, especially in milk."
Signature Floral Orange,Creation Food Co.,Medium-Light,Sumatra,92,"A subtly fruit-forward espresso blend, balanced by inviting chocolate suggestions and invigorating notes of citrus zest."
El Salvador,Conscious Cup Coffee Roasters,Medium-Light,Northwest El Salvador,93,A classic Pacamara cup that finesses the sweet-savory paradox: simultaneous sweet fruit and floral impulses coupled with umami depth and intrigue.
Kiniyota Espresso,JBC Coffee Roasters,Medium-Light,Muhinga Province,95,"A confident and expressive coffee from Burundi, roasted for espresso applications, with rich notes of stone fruit and dark chocolate enlivened by flowers suggesting spice-toned star jasmine."
Guardian Spirit Espresso Blend,Modern Times Coffee,Medium-Light,Brazil,93,"An espresso blend with strong character, particularly expressed in the bittersweet, tart-leaning milk shot, deepened by notes of dark chocolate."
Kenya Nyeri Rumukia Peaberry,Green Stone Coffee,Medium,South-Central Kenya,92,"A rich, discreetly roast-toned Kenya cup, with notes of black currant and chocolate as throughlines."
Kenya Nyeri Karuthi AA,Direct Coffee,Medium-Light,South-Central Kenya,92,"A pleasing, light-footed and accessible Kenya cup: crisp, citrusy, sweetly wood-framed."
El Obraje Geisha,Dragonfly Coffee Roasters,Medium-Light,Southern Colombia,95,"An exciting Colombia Gesha cup that covers all the aromatic and gustatory bases: spicy florals notes, sweetly savory earth tones, umami sensations and rich sweetness throughout."
Burundi,Mystic Monk Coffee,Medium-Light,Narino Department,91,"A sweet-toned, approachable Burundi coffee, with inviting notes of vanilla and date at its heart."
Mirador Colombia,Lexington Coffee Roasters,Medium-Light,Southern Colombia,92,"A sweetly tart, juicy Colombia cup animated by sweet floral and citrus notes throughout."
Kenya Kirinyaga Mukangu AB,Coffee Please,Medium-Light,South-Central Kenya,92,"A classic Kenya coffee with a rich balance of sweet and savory tones brightened by a crisp, juicy acidity."
Brazil Carmo de Minas Natural,Big Creek Coffee Roasters,Medium-Light,Northeastern Minas Gerais State,91,"A crisply fruit-toned, lightly fermenty natural-processed Brazil cup."
Brazil Pulped Natural,Nook Bakery & Coffee Bar,Medium-Light,Southeastern Brazil,91,A deeply sweet pulped natural coffee with a throughline of spicy floral notes supported by cacao nib and buttery cashew.
Minas Gerais Isaias Ferreira No. 2,Novel Coffee Roasters,Medium-Light,Southeastern Brazil,91,"A classic Brazil cup in its presentation of deeply sweet notes of dark chocolate, nut and raisiny fruit."
Brasil Ipanema Premier Cru Gold B69 Natural,Back Home Coffee,Medium-Light,Minas Gerais State,90,"A graceful, light-footed cup, understated and refined."
Brazil Fazenda São Bento,Old Soul Co.,Medium-Light,Minas Gerais State,93,"A subtle but seductive cup, juicy, savory-sweet, with a pleasing range of aromatics: lavender, orange, cocoa."
Fazenda Recreio Bourbon Pulped Natural,Auto Coffee,Medium-Light,Northeastern Minas Gerais State,93,Gently but resonantly expressive and complex. For those who prefer subtle intricacy and depth to bold assertion.
Brazil Ouro de Minas Pulped Natural,Corvus Coffee Roasters,Medium-Light,Southeastern Brazil,92,"A classic pulped-natural Brazil, delicate yet resonant, lightly floral, cedary, nut-toned."
Ethiopia Natural Yirgacheffe Adado Shara,Aether Coffee,Medium-Light,Not Disclosed,93,"The “natural” or dried-in-the fruit processing develops an impressively light-footed yet cleanly lush version of the flowers, cocoa and fruit character of this fine Yirgacheffe."
No. 7 Espresso Blend,The Curve Coffee Roasting Co.,Medium,Guatemala,95,"A roast-toned, sweet-savory espresso blend with rich floral and deep umami impulses."
Kenya Embu Uteuzi Jimbo,Kakalove Cafe,Medium-Light,Eastern Province Kenya,94,A deeply sweet Kenya with classic red fruit notes and added intrigue from tangy tamarind and a citrusy floral akin to lantana.
Ethiopia Dumerso,The Curve Coffee Roasting Co.,Medium-Light,Southern Ethiopia,93,
Sumatra Batak Naga Saribu,Kakalove Cafe,Medium-Light,North Sumatra Province,93,"A complex, harmonious Sumatra cup, with sweetly tart fruit and deeply sweet floral notes enveloped in rich earthiness."
Replay Espresso,Revel Coffee,Medium-Light,Central And South America,92,"A great value for a richly sweet, floral and crisply citrusy espresso blend."
Burundi Gaharo Hill Long Miles Coffee Project Natural,Mustard Seed Cafe,Medium-Light,Burundi,92,A deeply sweet Burundi cup with a savory richness typical of Central Africa coffees and a throughline of pleasing herbaceousness.
Kiniyota Burundi,Novo Coffee,Light,Muhinga Province,92,"A richly sweet Burundi cup, with spicy floral tones and a savory note suggesting cumin; subtle and inviting."
Burundi Gahahe Washing Station Microlot Honey,Oughtred Roasting Works,Medium-Light,Muyinga Province,92,"A sweet, crisp, balanced Burundi cup, especially appealing in its quietly intriguing aromatics."
Rwanda Cyato,Big Creek Coffee Roasters,Medium-Light,Rwanda,90,A richly sweet cup with the intrigue of savory herb notes throughout.
Rwanda Hingakawa Women’s Co-op Fair Trade,Willoughby's Coffee & Tea,Medium-Light,Northern Province,90,"A citrusy, sweet-toned Rwanda cup with inviting notes of rich toffee."
Uganda Kapchorwa,Oceana Coffee,Medium-Light,Eastern Region,90,"A pleasingly bittersweet, spice-toned coffee from Uganda."
Burundi Gitwe Natural Bourbon,Olympia Coffee Roasting,Medium-Light,Burundi,93,"A balanced, clean natural-processed Burundi coffee with leading notes of stone fruit and citrus supported by rich aromatic wood tones."
Gahahe Burundi Natural,Reunion Island Coffee,Medium-Light,Kabuye,93,"A natural-processed Burundi coffee that strikes a remarkable balance between lush fruit and spicy floral notes. It's also sweetly fermenty, and elegantly so."
Burundi Long Miles Coffee Project Natural,Green Stone Coffee,Medium-Light,Burundi,92,"A solid natural-processed Burundi coffee with crisp, clean fruit notes and a hint of cinnamon-like spice."
Long Miles Coffee Project Nkonge Hill Burundi Red Honey,Kakalove Cafe,Medium-Light,Burundi,92,"A pleasingly rich Burundi, processed by the atypical red honey method. Sweetly fruit-forward yet elegantly clean."
Tarime Tanzania,JBC Coffee Roasters,Medium-Light,Mara Region,95,"An exquisitely balanced, multi-layered cup, rich with sweet fruit, herb and flower notes, deep and resonant throughout."
Burundi Nkonge Hill Red Honey,Caffeic,Medium,Burundi,93,A tactfully medium-roasted coffee with caramel and date as sweet-toned ballast to notes of richly savory hop-like flowers.
Ethiopia Kayon Mountain,Red Rooster Coffee Roaster,Light,Guji Zone,94,"A richly sweet-tart, lively and complex Ethiopia coffee with deeply pleasing notes of mango and jasmine."
Tano Batak Sumatra,JBC Coffee Roasters,Medium-Light,North Sumatra Province,94,"A multi-layered Sumatra cup with berry and tropical flowers as primary notes, balanced with fine pipe tobacco, sweet herbs and rich chocolate."
Flight Espresso,Red Rooster Coffee Roaster,Medium-Light,Colombia,93,"A compelling espresso blend with engaging sweet-tartness, rich aromatic wood notes, and delicately sweet floral tones redolent of lilac."
Zambia AAA/AA,Mystic Monk Coffee,Medium,Ethiopia,90,"A chocolaty and fruit-toned coffee from Zambia in south-central Africa, deftly roasted to medium-dark."
Sumatra Batak Naga Saribu M-Plus,Kakalove Cafe,Medium,North Sumatra Province,93,"A resonant, complexly expressed Sumatra. A hint of roasty pungency moves the chocolate forward and deepens the sweet-savory earth and tobacco notes."
Ethiopia Guji Natural Dasaya G1,Small Eyes Cafe,Light,Oromia Region,93,"A richly sweet, multi-layered natural-processed Ethiopia cup: berry- and cocoa-toned, with an inviting touch of sweet ferment, redolent of elderflower liqueur."
Dandelion Espresso Blend,Lin's Home Roasters,Medium-Light,Brazil,90,"A complex, multi-layered espresso blend: floral and sweetly herbaceous in the straight shot; bittersweet and cocoa-toned in cappuccino-scaled milk."
Choice Caramel Dried Prune,Creation Food Co.,Medium-Light,Ethiopia,91,"A crisp, sweet-toned espresso blend: caramelly and fruit-toned, particularly floral in milk."
Espresso Blend,Pop Coffee Works,Medium-Light,Peru,92,A chocolaty espresso blend with bright notes of stonefruit and deeply sweet floral tones. Especially appealing in milk.
Cold Brew,Barefoot Coffee Roasters,,Not Disclosed,90,"An easy-drinking, richly sweet cold-brew coffee, caramel- and nut-toned, with hints of lemon zest."
Brazil Fazenda Sertãozinho,Auto Coffee,Medium,São Paulo State,91,"A gently roast-toned natural-processed Brazil espresso that leads with notes of sweet nut and fruit, supported by an appealing cardamom-like spice. The nut and fruit turn distinctly chocolaty in milk."
Natural Sidamo Twakok G1,Kakalove Cafe,Light,South-Central Ethiopia,94,This brisk natural-processed Ethiopia espresso presents a fruit note that’s a dead ringer for dried strawberries (supported by notes of lavender and sandalwood) and is especially attractive in cappuccino-scaled milk.
Costa Rica Cumbres Del Poas “Perla Negra” Natural,Magnolia Coffee,Medium-Light,Costa Rica,94,A brightly expressed fruit and chocolate bomb with ballast from notes of rich nut and sweet flowers.
Ethiospro Blend,Revel Coffee,Medium-Light,Sabanilla De Alajuela Growing Region,94,"An espresso blend trifecta that leads in equal parts with fruit, flowers and herbs (think black cherry, plumeria and spearmint, respectively)."
Ethiopia Gede Natural,Wonderstate Coffee,Medium-Light,Guji Zone,93,"A crisp, clean natural-processed espresso from Ethiopia, as richly chocolate-toned in the straight shot as it is in milk."
Gesha Village Lot #25,Small Eyes Cafe,Medium-Light,Oromia Region,95,"A strikingly original natural-processed Ethiopia Gesha, with high-toned floral notes, a suggestion of musky cannabis, and a complex, exhilarating presence in milk."
YCFCU Banko Gotiti Coop G1,Taokas Coffee,Medium-Dark,Southern Ethiopia,95,"A natural-processed Ethiopia roasted for espresso that shimmers with an intricately layered range of sensation: sweet, savory, spice, floral, chocolate, fruit, expressed both in the straight shot and in milk."
Yemen Haraaz,Dragonfly Coffee Roasters,Medium-Light,Yirgacheffe Growing Region,94,"A powerhouse espresso from this ancient origin, assertively fruit-toned and elegantly floral."
Costa Rica Perla Negra,Durango Coffee Company,Medium,Costa Rica,95,"A bold, lively, expressive natural-processed Costa Rica espresso, with suggestions of tropical fruit and chocolate fudge as the richly sweet throughlines."
Espresso 1849 Blend,States Coffee & Mercantile,Medium,Ethiopia,94,"A complex, floral- and chocolate-driven espresso blend, as compelling in milk as in the straight shot."
Ethiopia Deri Kochoha,States Coffee & Mercantile,Medium-Light,Oromia Region,93,A good coffee choice for those who value softly stated brightness with delicate melony and floral aromatics.
Guatemala Finca Las Terrazas,States Coffee & Mercantile,Medium-Light,Guatemala,93,A subtly original and pleasing Guatemala: sweet and honey-toned with a delicately brisk complement of aromatics.
Suyusama Program Colombia,Bird Rock Coffee Roasters,Medium-Light,Southwestern Colombianar,93,"A coffee with strong character situated on the intersection of sweet, tart and savory, with a crisp array of aromatics suggesting, in part, a fragrant potpourri of dried flowers."
Static Peru Valle de Chingama Peru,Espresso Republic,Medium-Light,Northern Peru,92,"A fine Peru, with the round, pungently chocolaty character of the type supported by crisp floral top notes and a plump, smooth mouthfeel."
Static Chirinos Peru,Espresso Republic,Medium-Light,Northern Peru,90,"A quietly rich Peru, sweet yet briskly zesty."
