Store Name,City,State/Province,Country,Phone Number,Timezone,Longitude,Latitude
Westfield Parramatta,Parramatta,NSW,AU,,GMT+10:00 Australia/Sydney,151,-33.82
Haymarket,Sydney,NSW,AU,,GMT+10:00 Australia/Sydney,151.21,-33.88
Queen Victoria Building,Sydney,NSW,AU,,GMT+10:00 Australia/Sydney,151.21,-33.87
Wynyard Green,Sydney,NSW,AU,,GMT+10:00 Australia/Sydney,151.21,-33.87
Hyde park,Sydney,NSW,AU,,GMT+10:00 Australia/Sydney,151.21,-33.87
525 George Street,Sydney,NSW,AU,,GMT+10:00 Australia/Sydney,151.21,-33.88
Westmead Childrens Hospital,Westmead,NSW,AU,,GMT+10:00 Australia/Sydney,150.99,-33.8
Queens Plaza,Brisbane,QLD,AU,,GMT+10:00 Australia/Brisbane,153.03,-27.47
Myer Centre,Brisbane,QLD,AU,,GMT+10:00 Australia/Brisbane,153.02,-27.47
Broadbeach,Broadbeach,QLD,AU,,GMT+10:00 Australia/Brisbane,153.43,-28.03
Westfield Chermside,Chermside,QLD,AU,,GMT+10:00 Australia/Brisbane,153.03,-27.39
Cavill Avenue,Gold Coast,QLD,AU,,GMT+10:00 Australia/Brisbane,153.43,-28.01
Chevron Renaissance,Surfers Paradise,QLD,AU,,GMT+10:00 Australia/Brisbane,153.43,-28.02
Garden City - Upper Mt Gravatt,Upper Mt Gravatt,QLD,AU,,GMT+10:00 Australia/Brisbane,153.09,-27.54
Princess Alexandra Hospital,Wooloongabba,QLD,AU,,GMT+10:00 Australia/Brisbane,153.03,-27.5
235 Bourke Street,Melbourne,VIC,AU,,GMT+10:00 Australia/Melbourne,144.97,-37.81
2 Elizabeth Street,Melbourne,VIC,AU,,GMT+10:00 Australia/Melbourne,144.97,-37.82
DFO Spencer Street,Melbourne,VIC,AU,,GMT+10:00 Australia/Melbourne,144.95,-37.82
Swanston Street,Melbourne,VIC,AU,,GMT+10:00 Australia/Melbourne,144.97,-37.81
Galleria - Melbourne,Melbourne,VIC,AU,,GMT+10:00 Australia/Melbourne,144.96,-37.81
Paseo Herencia,Noord,AW,AW,(297)523-6753,GMT-04:00 America/Oranjestad,-70.04,12.57
Renaissance Seaport Marketplace,Oranjestad,AW,AW,(297)523-6751,GMT-04:00 America/Oranjestad,-70.04,12.52
Renaissance Mall - Aruba,Oranjestad,AW,AW,(297)523-6750,GMT-04:00 America/Oranjestad,-70.04,12.52
Mall 28,Baku,BA,AZ,9.94E+11,GMT+4:00 Asia/Baku,49.85,40.38
Port Baku,Baku,BA,AZ,9.94E+11,GMT+4:00 Asia/Baku,49.86,40.38
Ganjlik Mall,Narimonov,BA,AZ,9.94E+11,GMT+4:00 Asia/Baku,49.85,40.4
TARGOVI,Baku,SAB,AZ,9.94E+11,GMT+4:00 Asia/Baku,48.9,39.95
Brussels Schuman Metro Station,Brussels,BE,BE,,GMT+1:00 Europe/Brussels,4.38,50.84
Brussels Louise Metro Station,Brussels,BE,BE,,GMT+1:00 Europe/Brussels,4.35,50.83
Brussels - Gare du Midi (M),Brussels,BE,BE,,GMT+1:00 Europe/Brussels,4.33,50.83
Brussels Metro Station,Brussels,BE,BE,,GMT+1:00 Europe/Brussels,4.41,50.84
Antwerp Groenplaats,Antwerp,VAN,BE,,GMT+1:00 Europe/Brussels,4.4,51.22
Brussel Grand Place,Brussels,VBR,BE,,GMT+1:00 Europe/Brussels,4.36,50.84
Rogier Subway Station,Brussels,VBR,BE,,GMT+1:00 Europe/Brussels,4.36,50.85
Antwerp Centraal Railway Station,Antwerp,VLG,BE,,GMT+1:00 Europe/Brussels,4.42,51.22
Bruges Railway Station,Brugges,VLG,BE,,GMT+1:00 Europe/Brussels,3.19,51.27
Brussels (CS),Brussels,VLG,BE,,GMT+1:00 Europe/Brussels,4.36,50.85
Gent Sint Pieters Station,Gent,VLG,BE,,GMT+1:00 Europe/Brussels,3.72,51.04
Gent Korenmarkt,Gent,VLG,BE,,GMT+1:00 Europe/Brussels,3.72,51.05
Leuven Railway Station,Leuven,VLG,BE,,GMT+1:00 Europe/Brussels,4.71,50.88
Brussels North Station,Schaerbeek,VLG,BE,,GMT+1:00 Europe/Brussels,4.36,50.86
Brussels Airport Depart. Hall,Zaventem,VLG,BE,+32 2 719 77 00,GMT+1:00 Europe/Brussels,4.49,50.9
Brussels Airport Concourse A,Zaventem,VLG,BE,,GMT+1:00 Europe/Brussels,4.48,50.87
Brussels Airport Concourse B,Zaventem,VLG,BE,,GMT+1:00 Europe/Brussels,4.48,50.9
Liege Guillemins Station,Liege,WAL,BE,,GMT+1:00 Europe/Brussels,5.57,50.63
Gare de Namur,Namur,WAL,BE,,GMT+1:00 Europe/Brussels,4.86,50.47
Burgas Plaza Mall,Burgas,2,BG,,GMT+2:00 Europe/Sofia,25.62,42.42
Hermes Park,Sofia,23,BG,,GMT+2:00 Europe/Sofia,23.43,42.64
Paradise Mall,Sofia,23,BG,,GMT+2:00 Europe/Sofia,23.32,42.66
Sofia Gurko,Sofia,23,BG,,GMT+2:00 Europe/Sofia,23.32,42.7
Nansen and Levski,Sofia,23,BG,,GMT+2:00 Europe/Sofia,23.32,42.69
The Courtyard,Bahrain,13,BH,,GMT+000000 Asia/Bahrain,50.52,26.21
Saar Mall,Manama,13,BH,,GMT+000000 Asia/Bahrain,50.59,26.23
"Enma Mall, Riffa",Manama,13,BH,,GMT+000000 Asia/Bahrain,50.6,26.2
Cypress Garden,Manama,13,BH,17691638,GMT+000000 Asia/Bahrain,50.58,26.22
Nakheel Centre,Manama,13,BH,17590265,GMT+000000 Asia/Bahrain,50.57,26.21
El Mercado,Manama,13,BH,,GMT+000000 Asia/Bahrain,50.55,26.22
Oasis Centre East Riffa,Manama,13,BH,,GMT+000000 Asia/Bahrain,50.59,26.23
Marriott Juffair,Manama,13,BH,,GMT+000000 Asia/Bahrain,50.6,26.22
ستراند بلازا,البحرين,13,BH,17723428,GMT+000000 Asia/Bahrain,50.61,26.21
مجمع البحرين,البحرين,13,BH,17556050,GMT+000000 Asia/Bahrain,50.54,26.23
باديز,الزينج,13,BH,17721641,GMT+000000 Asia/Bahrain,50.58,26.21
حديقة مركز الدبلوماسي,المنامة,13,BH,17531728,GMT+000000 Asia/Bahrain,50.59,26.24
"البحرين, سيتي سنتر",المنامة,13,BH,17179578,GMT+000000 Asia/Bahrain,50.55,26.23
مجمع السيف,المنامة,13,BH,17583033,GMT+000000 Asia/Bahrain,50.54,26.23
مركز المنامة,المنامة,13,BH,17214404,GMT+000000 Asia/Bahrain,50.58,26.24
"بحرين, سيتي سنتر, دبنهامز",المنامة,13,BH,17179847,GMT+000000 Asia/Bahrain,50.55,26.23
The Walk,Al Riffa,14,BH,,GMT+000000 Asia/Bahrain,50.58,26.22
سند (يم يم),سند,14,BH,17624154,GMT+000000 Asia/Bahrain,50.58,26.14
Muharraq Mall,Manama,15,BH,,GMT+000000 Asia/Bahrain,50.57,26.23
Lagoons Amwaj Island,Muharraq,15,BH,16010233,GMT+000000 Asia/Bahrain,50.61,26.25
مطار البحرين بوابة 16,المنامة,15,BH,17339537,GMT+000000 Asia/Bahrain,50.63,26.27
KUALA BELAIT,Brunei,BE,BN,,GMT+08:00 Asia/Kuala_Lumpur,114.4,4.3
Mabohai Shopping Mall,Bandar Seri Begawan,BM,BN,,GMT+08:00 Asia/Kuala_Lumpur,114.94,4.91
Mabohai Shopping Mall,Bandar Seri Begawan,BM,BN,,GMT+08:00 Asia/Kuala_Lumpur,114.94,4.91
Beribi Drive-Thru,Brunei Muara District,BM,BN,,GMT+08:00 Asia/Kuala_Lumpur,115,5
Jalan Tutong,Mukim Kilanas,TU,BN,,GMT+08:00 Asia/Kuala_Lumpur,114.73,4.77
La Salle - Santa Cruz,Santa Cruz,S,BO,,GMT+000000 America/La_Paz,-63.19,-17.75
Velarde,Santa Cruz,S,BO,,GMT+000000 America/La_Paz,-63.18,-17.8
Las Brisas,Santa Cruz,S,BO,,GMT+000000 America/La_Paz,-63.18,-17.75
Ventura Mall,Santa Cruz,S,BO,,GMT+000000 America/La_Paz,-63.2,-17.75
Rua Moreira César,Niteroi,RJ,BR,(21) 2621-5440,GMT-03:00 America/Sao_Paulo,-43.11,-22.9
Plaza Niteroi Relo,Niteroi,RJ,BR,(21) 3629-2116,GMT-03:00 America/Sao_Paulo,-43.12,-22.9
Plaza Niteroi 2,Niteroi,RJ,BR,,GMT-03:00 America/Sao_Paulo,-43.12,-22.9
Shopping da Gavea,Rio de Janeiro,RJ,BR,(21) 2422-3744,GMT-03:00 America/Sao_Paulo,-43.23,-22.98
Aeroporto Galeao Mezanino,Rio de Janeiro,RJ,BR,,GMT-03:00 America/Sao_Paulo,-43.25,-22.81
Assembleia x Carmo,Rio de Janeiro,RJ,BR,,GMT-03:00 America/Sao_Paulo,-43.18,-22.9
Visconde de Piraja,Rio de Janeiro,RJ,BR,(21) 2523-2661,GMT-03:00 America/Sao_Paulo,-43.2,-22.98
Ataulfo de Paiva 313,Rio de Janeiro,RJ,BR,,GMT-03:00 America/Sao_Paulo,-43.22,-22.98
Shopping Rio Sul,Rio de Janeiro,RJ,BR,(21) 3553-7676,GMT-03:00 America/Sao_Paulo,-43.18,-22.96
Botafogo Praia Shopping,Rio de Janeiro,RJ,BR,55 21 3171-9622,GMT-03:00 America/Sao_Paulo,-43.18,-22.95
Shopping Tijuca,Rio de Janeiro,RJ,BR,(21) 2568-6228,GMT-03:00 America/Sao_Paulo,-43.24,-22.92
New York City Center,Rio de Janeiro,RJ,BR,(21) 2432-4763,GMT-03:00 America/Sao_Paulo,-43.36,-23
Norte Shopping,Rio de Janeiro,RJ,BR,,GMT-03:00 America/Sao_Paulo,-43.28,-22.89
Shopping Nova America 2,Rio de Janeiro,RJ,BR,,GMT-03:00 America/Sao_Paulo,-43.27,-22.88
Goncalves Dias,Rio de Janeiro,RJ,BR,(21) 3178-2048,GMT-03:00 America/Sao_Paulo,-43.18,-22.9
Cinema Odeon,Rio de Janeiro,RJ,BR,,GMT-03:00 America/Sao_Paulo,-43.18,-22.91
Miguel Couto,Rio de Janeiro,RJ,BR,,GMT-03:00 America/Sao_Paulo,-43.18,-22.9
Edificio Argentina,Rio de Janeiro,RJ,BR,(21) 2551-0599,GMT-03:00 America/Sao_Paulo,-43.18,-22.94
Shopping Via Parque,Rio de Janeiro,RJ,BR,(21) 3329-6170,GMT-03:00 America/Sao_Paulo,-43.36,-22.98
Downtown Shopping,Rio de Janeiro,RJ,BR,(21) 3553-6869,GMT-03:00 America/Sao_Paulo,-43.32,-23
Nossa Senhora de Copacabana,Rio de Janeiro,RJ,BR,,GMT-03:00 America/Sao_Paulo,-43.19,-22.98
Shopping Leblon Kiosk,Rio de Janeiro,RJ,BR,,GMT-03:00 America/Sao_Paulo,-43.22,-22.98
Barra Shopping 3,Rio de Janeiro,RJ,BR,,GMT-03:00 America/Sao_Paulo,-43.36,-23
Shopping Plaza Sul,Atrium Térreo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.63,-23.62
Shopping Tambore,Barueri,SP,BR,(11) 4193-5020,GMT-03:00 America/Sao_Paulo,-46.83,-23.5
Bauru Shopping,Bauru,SP,BR,,GMT-03:00 America/Sao_Paulo,-49.05,-22.34
Parque D. Pedro Shopping,Campinas,SP,BR,55 19 3756-9805,GMT-03:00 America/Sao_Paulo,-47.06,-22.85
Campinas Shopping,Campinas,SP,BR,,GMT-03:00 America/Sao_Paulo,-47.08,-22.93
Aer. Intl. Viracopos Desembarque,Campinas,SP,BR,,GMT-03:00 America/Sao_Paulo,-47.14,-23.01
Aer. Intl. Viracopos Embarque,Campinas,SP,BR,,GMT-03:00 America/Sao_Paulo,-47.15,-23.01
Cambui,Campinas,SP,BR,55 19 3325-7429,GMT-03:00 America/Sao_Paulo,-47.05,-22.9
Shopping Iguatemi Campinas,Campinas,SP,BR,55 19 3294-9339,GMT-03:00 America/Sao_Paulo,-47.03,-22.89
Galleria Shopping,Campinas,SP,BR,,GMT-03:00 America/Sao_Paulo,-47.02,-22.86
Aero Intl GRU TermII Mezzanine,Guarulhos,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.49,-23.43
Aero Guarulhos Term II Sup Finger,Guarulhos,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.49,-23.43
Aeroporto Intl Guarulhos III,Guarulhos,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.48,-23.43
Shopping Intl de Guarulhos Kiosk,Guarulhos,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.55,-23.49
Parque Shopping Maia B,Guarulhos,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.54,-23.44
Aero Intl GRU TermII Praca,Guarulhos,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.48,-23.43
Shopping Piracicaba,Piracicaba,SP,BR,,GMT-03:00 America/Sao_Paulo,-47.65,-22.7
Iguatemi Ribeirao Preto,Ribeirao Preto,SP,BR,,GMT-03:00 America/Sao_Paulo,-47.87,-21.18
Ribeirao Shopping Store 2,Ribeirao Preto,SP,BR,,GMT-03:00 America/Sao_Paulo,-47.82,-21.21
Ribeirao Shop Quiosque Expansao C&C,Ribeirao Preto,SP,BR,,GMT-03:00 America/Sao_Paulo,-47.81,-21.21
Shopping ABC,Santo Andre,SP,BR,4468-1643,GMT-03:00 America/Sao_Paulo,-46.53,-23.67
Praiamar Shopping,Santos,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.31,-23.98
Sao Bernado Plaza Shopping,Sao Bernardo do Campo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.54,-23.73
Shopping Metropole  Saraiva,Sao Bernardo do Campo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.55,-23.69
Park Shopping São Caetano,Sao Caetano,SP,BR,(11) 4225- 1131,GMT-03:00 America/Sao_Paulo,-46.58,-23.63
Colinas Shopping,Sao Jose do Campos,SP,BR,,GMT-03:00 America/Sao_Paulo,-45.89,-23.19
Center Vale Shopping,Sao Jose do Campos,SP,BR,,GMT-03:00 America/Sao_Paulo,-45.88,-23.2
Rio Preto Shopping,Sao Jose do Rio Preto,SP,BR,,GMT-03:00 America/Sao_Paulo,-49.4,-20.84
Iguatemi Rio Preto,Sao Jose do Rio Preto,SP,BR,,GMT-03:00 America/Sao_Paulo,-49.39,-20.84
Vale Sul 2,Sao Jose dos Campos,SP,BR,,GMT-03:00 America/Sao_Paulo,-45.89,-23.22
Hospital Beneficencia Portuguesa,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.64,-23.57
Aeroporto de Congonhas Cafe,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.66,-23.63
Shopping Center 3,Sao Paulo,SP,BR,55 11 3171-1266,GMT-03:00 America/Sao_Paulo,-46.66,-23.56
CCP Shopping Cidade Sao Paulo,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.65,-23.56
"Pavao, 667",Sao Paulo,SP,BR,(11) 5049-3151,GMT-03:00 America/Sao_Paulo,-46.67,-23.61
Metro Santa Cruz Store 2,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.64,-23.6
Haddock Lobo,Sao Paulo,SP,BR,(11) 3083-6101,GMT-03:00 America/Sao_Paulo,-46.66,-23.56
Shopping Metrô Boulevard Tatuapé,Sao Paulo,SP,BR,(11) 2092-5429,GMT-03:00 America/Sao_Paulo,-46.58,-23.54
Shopping Metro Tucuruvi,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.6,-23.48
Paulista 2026,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.66,-23.56
Berrini,Sao Paulo,SP,BR,(11) 5102-2761,GMT-03:00 America/Sao_Paulo,-46.69,-23.6
Shopping Center Norte,Sao Paulo,SP,BR,55 11 2089-1189,GMT-03:00 America/Sao_Paulo,-46.62,-23.52
Paulista 500,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.65,-23.57
Bourbon Shopping,Sao Paulo,SP,BR,55 11 3892-5962,GMT-03:00 America/Sao_Paulo,-46.68,-23.53
Shopping Villa Lobos,Sao Paulo,SP,BR,55 11 3024-4174,GMT-03:00 America/Sao_Paulo,-46.72,-23.55
E-business,Sao Paulo,SP,BR,(11) 3611-4055,GMT-03:00 America/Sao_Paulo,-46.71,-23.51
Metro Tatuape,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.58,-23.54
Shopping Paulista Saraiva,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.64,-23.57
Shopping Frei Caneca Kiosk,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.65,-23.55
Jundiai Shopping,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.89,-23.2
Desembargador Eliseu Guilherme,Sao Paulo,SP,BR,55 11 3052-0609,GMT-03:00 America/Sao_Paulo,-46.64,-23.57
Shopping Metro Itaquera,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.47,-23.54
Anhembi Morumbi Centro,Sao Paulo,SP,BR,(11) 2291-5803,GMT-03:00 America/Sao_Paulo,-46.61,-23.55
"Rua Augusta, 1987",Sao Paulo,SP,BR,(11) 3062-4466,GMT-03:00 America/Sao_Paulo,-46.66,-23.56
Shopping Higienópolis,Sao Paulo,SP,BR,55 11 3823-2544,GMT-03:00 America/Sao_Paulo,-46.66,-23.54
Brascan Open Mall,Sao Paulo,SP,BR,55 11 2165-1380,GMT-03:00 America/Sao_Paulo,-46.68,-23.58
CENU,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.7,-23.61
Tiete Plaza,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.72,-23.51
Shopping Analia Franco,Sao Paulo,SP,BR,55 11 2838-6700,GMT-03:00 America/Sao_Paulo,-46.56,-23.56
Rua Lavandisca,Sao Paulo,SP,BR,55 11 2691-4063,GMT-03:00 America/Sao_Paulo,-46.66,-23.6
Manoel da Nobrega,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.65,-23.57
Alameda Santos,Sao Paulo,SP,BR,55 11 3285-2553,GMT-03:00 America/Sao_Paulo,-46.65,-23.57
Market Place,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.7,-23.62
Top Center Shopping,Sao Paulo,SP,BR,55 11 3262-4678,GMT-03:00 America/Sao_Paulo,-46.65,-23.57
Praca da Republica,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.64,-23.55
Shopping Ibirapuera,Sao Paulo,SP,BR,55 11 5093-2312,GMT-03:00 America/Sao_Paulo,-46.67,-23.61
SP Market,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.7,-23.68
Morumbi Shopping New Wing,Sao Paulo,SP,BR,55 11 5181-2108,GMT-03:00 America/Sao_Paulo,-46.7,-23.62
Universidade Mackenzie,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.65,-23.55
RochaVera,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.7,-23.62
JK Mall,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.69,-23.59
Rua Joao Saad,Sao Paulo,SP,BR,55 11 3507-4182,GMT-03:00 America/Sao_Paulo,-46.72,-23.59
Trianon Paulista,Sao Paulo,SP,BR,(11) 3171-3448,GMT-03:00 America/Sao_Paulo,-46.66,-23.56
Gomes de Carvalho,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.69,-23.59
Mooca Plaza Shopping,Sao Paulo,SP,BR,(11) 2061-8394,GMT-03:00 America/Sao_Paulo,-46.59,-23.58
Universidade Anhembi - Vila Olimpia,Sao Paulo,SP,BR,5093-8073,GMT-03:00 America/Sao_Paulo,-46.68,-23.6
Morumbi Shopping Saraiva,Sao Paulo,SP,BR,55 11 5181-2059,GMT-03:00 America/Sao_Paulo,-46.7,-23.62
Bandeira Paulista,Sao Paulo,SP,BR,,GMT-03:00 America/Sao_Paulo,-46.68,-23.58
Iguatemi Sorocaba,Sorocaba,SP,BR,,GMT-03:00 America/Sao_Paulo,-47.46,-23.53
Nassau Airport,Nassau,BI,BS,,GMT-05:00 America/Nassau,-77.45,25.03
Sheraton Cable Beach Resort,Nassau,NS,BS,,GMT-05:00 America/Nassau,-77.47,25.07
Reef Atlantis,Nassau,NS,BS,,GMT-05:00 America/Nassau,-77.33,25.09
Palmdale RCA Building,Nassau,NS,BS,,GMT-05:00 America/Nassau,-77.33,25.07
Charlotte Street,Nassau,NS,BS,,GMT-05:00 America/Nassau,-77.34,25.08
Cable Cottage,Nassau,NS,BS,,GMT-05:00 America/Nassau,-77.39,25.07
Atlantis #2,Nassau,NS,BS,,GMT-05:00 America/Nassau,-77.46,25.06
Atlantis - Mayan Temple Pool Deck,Nassau,NS,BS,,GMT-05:00 America/Nassau,-77.32,25.09
Marina Village at Atlantis,Nassau,NS,BS,,GMT-05:00 America/Nassau,-77.32,25.08
Harbour Bay,Nassau,NS,BS,,GMT-05:00 America/Nassau,-77.32,25.07
Kingsview Market,Airdrie,AB,CA,403-945-3444,GMT-07:00 America/Edmonton,-113.99,51.27
Sierra Springs,Airdrie,AB,CA,(403) 945-8107,GMT-07:00 America/Edmonton,-114,51.27
Tower Lane Mall,Airdrie,AB,CA,403 9480532,GMT-07:00 America/Edmonton,-114.01,51.29
Safeway-Airdrie #281,Airdrie,AB,CA,403-948-4838,GMT-07:00 America/Edmonton,-114.01,51.3
Dickson Crossing,Airdrie,AB,CA,403-945-0846,GMT-07:00 America/Edmonton,-114.01,51.3
Save On Foods East Airdrie,Airdrie,AB,CA,,GMT-07:00 America/Edmonton,-113.99,51.27
Banff Avenue Mall,Banff,AB,CA,403-760-8777,GMT-07:00 America/Edmonton,-115.57,51.18
Safeway - Banff #208,Banff,AB,CA,,GMT-07:00 America/Edmonton,-115.57,51.18
Brewsters @ Banff Gondola,Banff,AB,CA,,GMT-07:00 America/Edmonton,-115.56,51.15
Gallerie Beaumnont,Beaumont,AB,CA,(780) 929-0386,GMT-07:00 America/Edmonton,-113.42,53.36
Safeway - Brooks #852,Brooks,AB,CA,4033626851,GMT-07:00 America/Edmonton,-111.9,50.57
The Bow,Calgary,AB,CA,403-294-0905,GMT-07:00 America/Edmonton,-114.06,51.05
Genco Place,Calgary,AB,CA,403 263-0033,GMT-07:00 America/Edmonton,-114.07,51.04
Teavana - Calgary Eaton Centre,Calgary,AB,CA,403-261-2027,GMT-07:00 America/Edmonton,-114.07,51.05
Sunterra Mkt - TransCanada Tower,Calgary,AB,CA,4032628200,GMT-07:00 America/Edmonton,-114.07,51.05
Western Canada Place,Calgary,AB,CA,4032614630,GMT-07:00 America/Edmonton,-114.08,51.05
Inglewood - 11th ST SE and 9th Ave,Calgary,AB,CA,403-263-0612,GMT-07:00 America/Edmonton,-114.04,51.04
Safeway - Calgary #221,Calgary,AB,CA,,GMT-07:00 America/Edmonton,-114.12,51.09
HMS HOST @ YYC Departures Internati,Calgary,AB,CA,,GMT-07:00 America/Edmonton,-114.01,51.13
Safeway-Calgary #292,Calgary,AB,CA,,GMT-07:00 America/Edmonton,-114.07,50.97
Huntington Hills,Calgary,AB,CA,403-295-0583,GMT-07:00 America/Edmonton,-114.07,51.12
Safeway - Calgary 2243,Calgary,AB,CA,403-730-4955,GMT-07:00 America/Edmonton,-114.07,51.1
Douglas Square,Calgary,AB,CA,(403) 236-4531,GMT-07:00 America/Edmonton,-114,50.95
Brentwood Village NW,Calgary,AB,CA,4032826113,GMT-07:00 America/Edmonton,-114.13,51.09
Teavana - Chinook Centre,Calgary,AB,CA,403-251-0021,GMT-07:00 America/Edmonton,-114.07,51
Tuscany Drive Market,Calgary,AB,CA,403-208-0203,GMT-07:00 America/Edmonton,-114.25,51.12
Safeway-Calgary #293,Calgary,AB,CA,,GMT-07:00 America/Edmonton,-114.07,50.91
Jamieson Place SW,Calgary,AB,CA,4032633274,GMT-07:00 America/Edmonton,-114.07,51.05
Beacon Hill - Sarcee & 112th Ave,Calgary,AB,CA,403 274-8077,GMT-07:00 America/Edmonton,-114.16,51.16
Teavana - Sunridge Mall,Calgary,AB,CA,403-266-6411,GMT-07:00 America/Edmonton,-113.98,51.07
Deer Valley Marketplace,Calgary,AB,CA,4032788334,GMT-07:00 America/Edmonton,-114.03,50.93
YYC-Calgary International Arrivals,Calgary,AB,CA,,GMT-07:00 America/Edmonton,-114.01,51.13
Shepard Centre Indigo,Calgary,AB,CA,403-203-9346,GMT-07:00 America/Edmonton,-113.96,50.93
Safeway - Calgary #212,Calgary,AB,CA,,GMT-07:00 America/Edmonton,-114.08,51.04
Delta Bow Valley,Calgary,AB,CA,403-266-1980,GMT-07:00 America/Edmonton,-114.06,51.05
Nexen Building,Calgary,AB,CA,403-618-4118,GMT-07:00 America/Edmonton,-114.08,51.05
Suncor Plus +15,Calgary,AB,CA,5879558775,GMT-07:00 America/Edmonton,-114.06,51.05
Silverado Marketplace,Calgary,AB,CA,403-254-2223,GMT-07:00 America/Edmonton,-114.07,50.88
85th St & 9th Ave SW,Calgary,AB,CA,(403)240-1759,GMT-07:00 America/Edmonton,-114.21,51.06
The Core,Calgary,AB,CA,403-261-7872,GMT-07:00 America/Edmonton,-114.07,51.05
Safeway-Calgary #2000,Calgary,AB,CA,403-293-0915,GMT-07:00 America/Edmonton,-113.95,51.12
Gates of Walden,Calgary,AB,CA,4032561147,GMT-07:00 America/Edmonton,-114.04,50.88
Sunterra Westmarket,Calgary,AB,CA,5877471028,GMT-07:00 America/Edmonton,-114.17,51.04
Sunterra @ Westjet Offices,Calgary,AB,CA,4036486454,GMT-07:00 America/Edmonton,-114.01,51.12
Crowfoot Chapters,Calgary,AB,CA,403-208-7100,GMT-07:00 America/Edmonton,-114.2,51.13
Safeway - Calgary #202,Calgary,AB,CA,403-248-0848,GMT-07:00 America/Edmonton,-113.98,51.05
Willow Park Village,Calgary,AB,CA,403/278-0500,GMT-07:00 America/Edmonton,-114.07,50.96
Bankers Hall Plus +15,Calgary,AB,CA,403-261-2055,GMT-07:00 America/Edmonton,-114.07,51.05
Westhills,Calgary,AB,CA,403-246-4100,GMT-07:00 America/Edmonton,-114.17,51.01
Centre St & 9 Ave N,Calgary,AB,CA,4032307844,GMT-07:00 America/Edmonton,-114.06,51.06
Coventry Hills,Calgary,AB,CA,403-567-1835,GMT-07:00 America/Edmonton,-114.06,51.16
Britannia,Calgary,AB,CA,(403) 214-1440,GMT-07:00 America/Edmonton,-114.08,51.01
Glenmore Landing,Calgary,AB,CA,(403) 252-6512,GMT-07:00 America/Edmonton,-114.1,50.97
Safeway - Calgary #263,Calgary,AB,CA,403-276-3318,GMT-07:00 America/Edmonton,-114.06,51.07
The Bridges,Calgary,AB,CA,403-269-2006,GMT-07:00 America/Edmonton,-114.04,51.05
Safeway - Calgary #2211,Calgary,AB,CA,403-210-0002,GMT-07:00 America/Edmonton,-114.1,51.06
"YYC Calg N Processor, Retail Hall",Calgary,AB,CA,,GMT-07:00 America/Edmonton,-114.01,51.13
Northland Plaza,Calgary,AB,CA,4032102466,GMT-07:00 America/Edmonton,-114.14,51.1
Kensington,Calgary,AB,CA,4035215217,GMT-07:00 America/Edmonton,-114.09,51.05
Safeway-Calgary #2704,Calgary,AB,CA,,GMT-07:00 America/Edmonton,-113.96,50.93
Safeway - Calgary #287,Calgary,AB,CA,403-278-5225,GMT-07:00 America/Edmonton,-114.06,50.95
Calgary House,Calgary,AB,CA,403 269 6856,GMT-07:00 America/Edmonton,-114.07,51.05
Safeway - Calgary #276,Calgary,AB,CA,403-236-1210,GMT-07:00 America/Edmonton,-114.01,50.98
